what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1246398661444
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1246398661631
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1246398661803
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398663441
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398676499
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246398676530
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398683162
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398697888
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246398697935
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398700150
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398759527
started,bundle,org.eclipse.wst.server.core,1.1.1.v20080730,org.eclipse.wst.server.core,1246398761508
started,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1246398761555
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398763286
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398772257
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246398772289
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246398779621
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398782694
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398796080
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246398796095
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246398895852
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398896413
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398901951
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246398906725
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246399070852
