what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385752659
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385752908
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385759148
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385760818
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385792236
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385793921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385798804
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385802048
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385808600
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1246385811861
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246385812766
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385813795
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385836181
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385844324
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385867880
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385876304
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385880610
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246385894151
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385894697
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385977611
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246385982057
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246386260677
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246386263999
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246386288398
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246386289084
