what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textStart,1246393864896
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textEnd,1246393870258
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246393872422
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.saveAll,1246393878805
started,bundle,org.eclipse.wst.server.core,1.1.1.v20080730,org.eclipse.wst.server.core,1246393880571
started,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1246393880613
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246393882467
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246393953540
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246393997247
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394009875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394086372
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246394088969
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394098848
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394224955
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394225377
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394247096
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394247530
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394378182
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394381848
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394381848
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394381972
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246394392471
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1246394435948
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246394437009
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246394438663
