what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449114328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449132697
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449137256
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246449152161
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246449155416
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246449169284
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textStart,1246449172183
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449173555
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1246449173598
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246449174639
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449176817
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449206832
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449212183
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449235775
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449245754
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449287097
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449338218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449338628
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449956034
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449956568
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449960759
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246449971188
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246450003253
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246450006278
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.textStart,1246450007210
