what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1246400350645
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1246400353110
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400384123
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400400082
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400401220
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400412187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400413201
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400466116
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246400469346
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401335131
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401342135
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401343102
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401343446
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401365956
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401368671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401382112
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401396214
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401408843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246401409764
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246402969359
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1246403005317
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246403008873
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1246403011042
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246403024676
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246403057140
